"pos","word_type","child_entropy","child_count","adult_entropy","adult_count"
"n","milk+n",0.794190699859201,225,0.883528677740115,225
"n","mine+n",0.693147180559945,2,0,15
"n","mitten+n",0,14,0,14
"n","mommy+n",0,230,0,229
"n","money+n",0.278060873700515,138,0.576388491269385,138
"n","monkey+n",0.165795689587916,178,0.407324207571924,184
"n","moon+n",0.673960420818885,109,0.757978935381594,107
"n","moose+n",0,24,0,24
"n","mop+n",0,2,0,1
"n","morning+n",0.330680630831979,78,0.176808752538701,84
"n","motorcycle+n",0,31,0,31
"n","mouse+n",0,166,0,166
"n","mouth+n",0.685929800252373,125,0.653418194793702,125
"n","movie+n",0,13,0,13
"n","muffin+n",0,13,0,13
"n","nail+n",0.325082973391448,30,0.551079928086973,25
"n","napkin+n",0,2,0.693147180559945,2
"n","nap+n",0.636514168294813,12,0,12
"n","necklace+n",0,28,0,26
"n","night+n",1.37990970566831,73,1.27444143299309,80
"n","nose+n",0.353102033782748,226,0.284484787778044,228
"n","nut+n",0.214559155176405,18,0.336495757583516,19
"n","orange+n",0.755829721727364,72,0.689670928357027,72
"n","outside+n",0,6,0.598269588585257,7
"n","oven+n",0,18,0,22
"n","owl+n",0,44,0,45
"n","paint+n",0.0775700376932932,67,0,70
"n","pajama+n",0.325082973391448,20,0.336495757583516,19
"n","pancake+n",0,22,0,22
"n","paper+n",0.819775974115354,164,1.02442132521757,165
"n","park+n",0.530346660739637,58,0.768405498804938,57
"n","party+n",0,64,0,67
"n","pasta+n",0.592953317447474,50,0.551079928086973,50
"n","pea+n",0,22,0.688917086263775,22
"n","pencil+n",0,28,0,28
"n","penguin+n",0,123,0,123
"n","pen+n",0,70,0.398307113805284,66
"n","penny+n",0.619376289741447,58,0.632456031180582,58
"n","people+n",0.0366167293797122,167,0.250501281887868,160
"n","person+n",0.0506455745968486,113,0.206199377705499,111
"n","pickle+n",0.392674467227552,15,0.462036909466457,23
"n","picnic+n",0,49,0.173205206749177,48
"n","picture+n",1.12985002644728,216,1.13833654671712,216
"n","pig+n",0,287,0.0976594522351929,283
"n","pillow+n",0,28,0,28
"n","pizza+n",0,69,0,68
"n","plant+n",0,28,0,25
"n","plate+n",0.305533507937163,83,0.3040859144091,85
"n","play+n",0.927150660091727,105,0.941702259421922,96
"n","police+n",0,45,0,54
"n","pony+n",0.655481773901393,22,0.686961576597323,18
"n","pool+n",0,36,0.129740694719428,35
"n","popsicle+n",0,10,0,10
"n","porch+n",0,1,0,1
"n","potato+n",0.166267865683214,76,0.115774158301888,81
"n","potty+n",0.636514168294813,6,0.636514168294813,6
"n","present+n",0.22233966985215,82,0.0658609359414783,82
"n","pretzel+n",0,23,0,23
"n","pudding+n",0.801818552543337,10,0.598269588585257,7
"n","pumpkin+n",0,64,0,60
"n","puppy+n",0,80,0,82
"n","purse+n",0,20,0,20
"n","push+n",0.253547675202552,53,0.163023629494366,52
"n","puzzle+n",0.274921422433104,102,0.140188618395109,95
"n","quiet+n",0,25,0.178844912716848,23
"n","radio+n",0.661563238157982,24,0.645033151676034,26
"n","rain+n",0.273308098213545,90,0.277657807979857,88
"n","raisin+n",0,47,0,47
"n","red+n",0,113,0,114
"n","refrigerator+n",0,2,0,2
"n","ride+n",0.0922160573371918,54,0.348832095843032,63
"n","roof+n",0.429323021930616,26,0.163023629494366,26
"n","room+n",0.570604311327577,163,0.666391324814687,161
"n","rooster+n",0,38,0,38
"n","run+n",0.482577565177012,16,0.257318640543832,14
"n","salt+n",0,14,0.257318640543832,14
"n","sandwich+n",0,68,0,68
"n","sauce+n",0,75,0,75
"n","school+n",0.291627877465537,108,0.841803258424538,103
"n","scissors+n",0,25,0,25
"n","shake+n",0.410116318288409,7,0.304636097349238,11
"n","sheep+n",0,151,0,154
"n","shirt+n",0,107,0,110
"n","shoe+n",0.0631986208984435,199,0.165084296120987,200
"n","short+n",0.500402423538188,10,0.325082973391448,10
"n","shoulder+n",0,23,0.355712859746894,23
"n","shovel+n",0.292508468472397,35,0.500402423538188,35
"n","shower+n",0.436162325385344,19,0.409458618695089,19
"n","show+n",0.233791658706459,16,0.911017539712563,13
"n","sidewalk+n",0,6,0,6
"n","sink+n",0.348832095843032,18,0,23
"n","sister+n",0.124250837389631,74,0,72
"n","skate+n",0,8,0,9
"n","sky+n",0,102,0,105
"n","sled+n",0,6,0,3
"n","sleep+n",0.414742828617717,110,0.593539053829754,117
"n","slide+n",1.08889997534522,50,0.962819498531013,53
"n","slipper+n",0,54,0,54
"n","smile+n",0,15,0,19
"n","snack+n",0,38,0,38
"n","sneaker+n",0,3,0,3
"n","snow+n",0.633856266068602,88,0.668248477664539,90
"n","soap+n",0,22,0,22
"n","sock+n",0.135160726159742,166,0.0364344158699369,168
"n","soda+n",0.636514168294813,9,0.686961576597323,9
"n","sofa+n",0,29,0,29
"n","soup+n",0,70,0,70
"n","splash+n",0.752974682765889,17,0.579915171418101,15
"n","spoon+n",0,169,0.0362540490074078,169
"n","sprinkler+n",0,17,0,18
"n","squirrel+n",0,38,0,38
"n","stair+n",0.298435812703107,34,0,34
"n","stand+n",0.429323021930616,13,1.24383072236439,22
"n","star+n",1.39961009293454,170,1.4082356763672,165
"n","stay+n",0,28,0.25095480435762,29
"n","stick+n",1.30294267556255,26,0.961597141686261,30
"n","stone+n",0.486912709464602,21,0.618940743856973,21
"n","stop+n",1.15254063295993,51,0.860854613697106,79
"n","store+n",0.331128000660938,70,0,72
"n","story+n",0.278722942877936,115,0.21567902802076,118
"n","stove+n",0.474139313057837,11,0.304636097349238,11
"n","strawberry+n",0.0371756794613798,164,0,162
"n","street+n",0.636514168294813,15,0.636514168294813,15
"n","stroller+n",0,16,0,16
"n","sun+n",0.339488942434532,75,0.36692499127271,75
"n","sweater+n",0,1,0,1
"n","sweep+n",NA,0,0,4
"n","swim+n",0,24,0,32
"n","swing+n",0.921669352288698,52,0.625330174532292,67
"n","table+n",0.135939373597708,196,0.142417189167743,197
"n","talk+n",0.996867333589576,31,0.752791533575824,27
"n","tape+n",1.05439644992313,123,1.11138735001707,124
"n","taste+n",0.848685557726417,9,1.07513932400537,12
"n","teacher+n",0,25,0,25
"n","tear+n",1.07899220787758,7,0.410116318288409,7
"n","telephone+n",0,29,0.149994923610415,29
"n","tickle+n",0.191444081957717,42,0.500402423538188,35
"n","tiger+n",0,168,0.154684006819327,167
"n","time+n",1.51364305531846,245,1.69551325244977,245
"n","tissue+n",0,47,0,47
"n","toast+n",0,95,0,94
"n","toe+n",0,139,0.13046477821222,139
"n","tongue+n",0.206192050633232,19,0,18
"n","tooth+n",0,10,0.610864302054894,10
"n","touch+n",0.796311640173813,7,1.01140426470735,6
"n","towel+n",0,75,0,75
"n","tractor+n",0.0863062523442877,176,0.0863062523442877,176
"n","train+n",0.474632427466501,307,0.314373563353431,304
"n","trash+n",0,9,0,6
"n","tree+n",0.0704302080268892,302,0.0224678313899623,298
"n","tricycle+n",0,1,NA,0
"n","truck+n",0.188768867011755,321,0.355202285265022,324
"n","tummy+n",0.609226066998372,104,0.636514168294813,108
"n","tuna+n",0,1,0,1
"n","turkey+n",0.712808247169006,54,0.533245308219919,55
"n","turtle+n",0,74,0,74
"n","tv+n",0.286835983056161,24,0.173205206749177,24
"n","underpants+n",0,1,0,1
"n","vacuum+n",0,2,0,6
"n","vitamin+n",0,6,0,6
"n","walk+n",0.898388479340233,94,0.739393385718258,83
"n","wash+n",0,50,0,54
"n","watch+n",1.2075153250377,23,0.864074367269876,37
"n","water+n",0.5789308396222,222,0.515861620409063,216
"n","white+n",0.171411443758536,73,0.482855855972239,72
"n","wind+n",0.325082973391448,20,0,19
"n","window+n",0.761399210332193,124,0.739826444155717,124
"n","wipe+n",0,9,0,6
"n","wolf+n",0,17,0,17
"n","work+n",1.10873769844644,53,1.41533274732757,62
"n","yard+n",0,4,0,4
"n","yellow+n",0,215,0,205
"n","yogurt+n",0,159,0,159
"n","zebra+n",0,55,0,55
"n","zipper+n",0,7,0,7
"n","zoo+n",0,60,0,60
"r","all+r",0,223,0,218
"r","around+r",1.58583096119124,82,1.91692808546896,86
"r","asleep+r",0,72,0,64
"r","away+r",1.38472415595107,347,1.48593047573849,341
"r","back+r",0.977855067803775,167,1.32164918209405,168
"r","behind+r",0.682908104700472,14,0.689009238476659,11
"r","by+r",0,22,0.223718076065834,17
"r","down+r",0.386719897206612,400,0.51343602060164,395
"r","fast+r",0.248910279352785,44,0.500402423538188,45
"r","fine+r",0,6,0,10
"r","first+r",0.742221882508038,112,0.803501066353998,115
"r","hard+r",1.1253003189096,25,1.10120631447481,53
"r","here+r",0.710344313473945,442,0.863273325737343,456
"r","home+r",0,31,0.173205206749177,24
"r","in+r",0,345,0,331
"r","inside+r",0.670910939346811,71,0.5543509810891,70
"r","later+r",0.507429962219949,117,0.756889153298106,117
"r","long+r",0.603637251500326,24,0.542348942243927,43
"r","more+r",0.555795564166079,213,0.642422021076254,228
"r","now+r",1.20750824129184,425,1.16612149038902,424
"r","off+r",0.279059168926052,337,0.424004423982671,327
"r","on+r",0.91164675736594,189,1.08739318389612,220
"r","out+r",0.561940249879145,282,0.789913044073816,265
"r","outside+r",0.155670558397634,221,0.139060798454741,224
"r","over+r",0.847664208978722,297,0.806469928982166,270
"r","pretty+r",0,7,0,8
"r","slow+r",0,10,0,20
"r","there+r",0.55412883584473,478,0.648106635661477,439
"r","too+r",0.459526549117236,325,0.556227624875641,319
"r","under+r",0.298835868437825,152,0.489644739890669,164
"r","up+r",0.395705921478794,286,0.647576779726167,284
"v","awake+v",NA,0,0,2
"v","back+v",NA,0,0,1
"v","balloon+v",0,1,NA,0
"v","ball+v",0,4,0,2
"v","bat+v",NA,0,0,1
"v","bear+v",0,1,0,1
"v","bicycle+v",0,1,0,4
"v","bite+v",0.376770161256437,40,0.312464779858739,53
"v","black+v",0,1,NA,0
"v","blanket+v",NA,0,0,2
"v","block+v",0,2,NA,0
"v","blow+v",1.31128891854036,62,1.3016689475173,62
"v","bottle+v",0,2,NA,0
"v","break+v",1.31077399215901,139,1.67579998786221,134
"v","bring+v",0.885104557197654,157,1.13687515865969,156
"v","brown+v",NA,0,0,1
"v","bubble+v",NA,0,0,1
"v","build+v",0.442229900943828,159,0.674762629792591,159
"v","bump+v",0,68,0.0748759732320604,70
"v","butter+v",0,2,0,1
"v","button+v",0,2,0,4
"v","buy+v",0.0815104109503315,126,0,127
"v","carry+v",1.59094298113141,99,1.8083743442758,93
"v","catch+v",1.48605592070892,144,1.94670654509873,151
"v","chase+v",0,4,0,3
"v","clap+v",0,3,0,3
"v","clean+v",1.52394741531855,71,1.68731255111815,69
"v","climb+v",0.990138113455021,84,0.967234445117335,85
"v","close+v",1.05533495513019,72,1.4486906407535,66
"v","comb+v",0,8,0.562335144618808,8
"v","cook+v",0.752638615914505,58,0.816082588167778,58
"v","cover+v",0.79026796807459,13,1.06708951878208,11
"v","crayon+v",0,4,0,7
"v","cry+v",0.2107870334928,91,0.329695681789829,92
"v","cut+v",1.74566620198116,189,1.88307139393994,190
"v","dance+v",0.369333121645653,33,0.304636097349238,33
"v","dirty+v",0,11,0,17
"v","dish+v",0,1,NA,0
"v","dog+v",0,2,NA,0
"v","do+v",1.46827450296632,444,1.43264563632488,419
"v","draw+v",1.19472591349139,243,1.25997717414279,250
"v","dress+v",0.693147180559945,10,1.21488965394912,9
"v","drive+v",1.08621647829367,60,1.15773241931854,61
"v","drop+v",0.856937271338372,96,1.02558835011205,92
"v","dry+v",0.167944147734173,25,0.617241769730342,26
"v","dump+v",0,16,0,16
"v","eat+v",0.946632660425656,424,1.02685879824074,423
"v","empty+v",NA,0,0.500402423538188,5
"v","eye+v",0,1,NA,0
"v","face+v",NA,0,1.33217904021012,5
"v","fall+v",1.33148549175355,82,1.61482440553946,83
"v","farm+v",NA,0,0,3
"v","feed+v",0,2,0,7
"v","find+v",1.29708321812826,376,1.70515154655553,388
"v","finish+v",0.589829828632528,118,1.06850911371612,114
"v","fit+v",0.905146867656369,225,1.256507123283,218
"v","fix+v",0.332529325339693,182,0.476396582516169,181
"v","flower+v",0,4,0,1
"v","game+v",0,1,0,2
"v","get+v",2.41558498215297,401,2.42150826304093,397
"v","give+v",1.96453145419114,265,2.60804331035016,259
"v","glue+v",0,21,0,25
"v","go+v",1.74567530502533,455,2.20077329795947,458
"v","hammer+v",NA,0,0,2
"v","hand+v",0,2,0.450561208866305,6
"v","have+v",1.80655461300142,391,1.78282871263544,360
"v","hear+v",0.461276366928479,78,1.00919207706293,76
"v","help+v",0.413397358385843,183,0.708143564283672,187
"v","hide+v",0.879862924451871,63,0.871390152835815,64
"v","hit+v",1.36818856082769,93,1.31634387863901,97
"v","hold+v",0.305640304959648,147,1.03812301449987,146
"v","house+v",0,1,0.693147180559945,2
"v","hug+v",0,12,0,14
"v","hurry+v",0,1,0,1
"v","hurt+v",1.06497926764092,74,0.940173932157829,73
"v","jump+v",1.19327072602806,40,1.48390259713014,46
"v","kick+v",0.672241168411778,84,0.469820981992501,90
"v","kiss+v",0,44,0,45
"v","knock+v",0.702729031371958,82,0.806576673402103,81
"v","lick+v",0.679193265991526,36,0.605797499372304,34
"v","like+v",1.2696216601334,244,1.47924928264201,247
"v","listen+v",0.658109987543114,38,0.866042693080061,40
"v","look+v",0.278380040761103,111,0.654528152108167,106
"v","love+v",0.608296056700714,80,0.586021396267312,74
"v","make+v",2.77784384085582,422,2.82950863917736,412
"v","meow+v",0,78,0,78
"v","milk+v",0,1,0,1
"v","moon+v",0,1,NA,0
"v","moo+v",0,16,0,18
"v","nail+v",NA,0,0,1
"v","need+v",0.912087033980314,411,0.85329124357792,406
"v","open+v",0.531109954188373,115,1.10703450165945,116
"v","paint+v",0.501046913759097,21,0.86415020319497,21
"v","pant+v",NA,0,0.562335144618808,4
"v","park+v",0.598269588585257,14,0.436162325385344,19
"v","party+v",0,1,0,2
"v","pick+v",1.05348188863036,110,1.06986175816194,127
"v","picture+v",NA,0,0,2
"v","pig+v",NA,0,0,1
"v","plant+v",0,8,0,8
"v","play+v",1.38833293434737,169,1.53859729663361,166
"v","please+v",0,1,NA,0
"v","pour+v",0.933886791901085,42,0.879821389330656,42
"v","present+v",NA,0,0,1
"v","pretend+v",0.577921794682897,34,0.355382896246011,35
"v","pull+v",1.48015973061893,212,1.67489347796268,215
"v","push+v",0.397311607402252,99,0.669885387286767,106
"v","put+v",0.405515561754955,478,0.421967354215602,476
"v","rain+v",0,15,0,15
"v","read+v",1.19100193753821,397,1.16031412575161,387
"v","ride+v",1.38587614869874,46,1.26407921945599,45
"v","rip+v",0,25,0,30
"v","run+v",1.25968025873426,90,1.91763517532349,94
"v","say+v",1.83732523807918,401,1.91335545398015,402
"v","see+v",1.80608295290722,424,1.882478850982,432
"v","shake+v",1.23965939205439,14,1.31437384300695,12
"v","share+v",0.943348392329039,10,1.33217904021012,10
"v","shower+v",0,2,0,2
"v","show+v",1.3433172437085,55,1.64303379391661,54
"v","sing+v",1.15700400001518,167,1.21023542776807,166
"v","sink+v",0,1,0,1
"v","sit+v",0.841570406168365,389,0.854441299195453,383
"v","skate+v",0,2,0,2
"v","sleep+v",0.0599601521247648,92,0.147403736655668,89
"v","slide+v",0.598269588585257,7,0.682908104700472,7
"v","slow+v",0,1,0,1
"v","smile+v",0,3,0,3
"v","snack+v",NA,0,0,1
"v","snow+v",0,1,0,1
"v","sock+v",0,1,0,4
"v","spill+v",0.963165196344363,49,0.97085293567911,47
"v","splash+v",1.03972077083992,4,0.562335144618808,4
"v","spoon+v",NA,0,0,1
"v","stand+v",0.607386952722781,131,0.880791483586253,131
"v","stick+v",1.20269592158317,171,1.77016349147975,169
"v","stop+v",1.79967679290994,85,1.81968813021485,86
"v","sweep+v",0,3,0.562335144618808,4
"v","swim+v",0.450561208866305,12,0.994923632571775,11
"v","swing+v",1.21231388026715,16,1.37958240685937,17
"v","take+v",1.71285889423938,359,2.33314111167375,358
"v","talk+v",0.860559001480656,23,0.987550784158605,23
"v","tape+v",0,9,0.450561208866305,6
"v","taste+v",1.00748312485245,21,0.727001362547059,21
"v","tear+v",0.666278442414676,13,0.721463686692511,12
"v","think+v",1.74200787141385,448,1.83075327685546,450
"v","throw+v",0.783770495337089,138,1.2202448744982,131
"v","tickle+v",0.550353616882477,31,0.325082973391448,30
"v","time+v",0.562335144618808,4,0.950270539233235,5
"v","toast+v",NA,0,0,1
"v","touch+v",0.778624709198353,49,1.09520764666422,49
"v","towel+v",0,1,0,1
"v","train+v",NA,0,0,2
"v","trash+v",0,1,0,1
"v","truck+v",0,1,0,2
"v","try+v",0.978118097846984,238,1.10431306929017,238
"v","vacuum+v",0,3,0,3
"v","wait+v",0.863909069880986,97,0.914129354302906,97
"v","wake+v",0.526629652220002,91,0.744444500832449,91
"v","walk+v",0.577921794682897,34,0.908061795312634,32
"v","wash+v",1.20046806344251,103,1.38415962774556,104
"v","watch+v",1.19158395214938,107,1.33053980677239,107
"v","water+v",0,3,0.661563238157982,8
"v","wet+v",0,1,0,2
"v","wind+v",0,22,0.295439191872116,23
"v","wipe+v",0,35,0,34
"v","work+v",1.34885574825137,23,1.75192641005698,21
"v","write+v",1.19819662468824,67,1.10869170674885,67
"v","zipper+v",NA,0,0,3
